episode,avg_reward,avg_found_sources,avg_found_ratio
10,64.936769,2.9000,0.816667
20,20.725215,3.6000,0.676548
30,55.151354,3.7000,0.786429
40,86.086176,4.4000,0.905000
50,18.297095,3.8000,0.743333
60,61.500721,3.9000,0.812738
70,57.626454,3.9000,0.845000
80,-1.492200,3.1000,0.587976
90,62.632679,4.3000,0.880000
100,31.292715,3.6000,0.690833
110,50.508631,4.2000,0.716071
120,68.763718,3.5000,0.810595
130,31.743357,3.1000,0.640476
140,14.648439,4.0000,0.794167
150,15.517909,3.5000,0.648690
160,36.928181,3.3000,0.760000
170,75.264308,2.6000,0.846667
180,28.295173,2.8000,0.726190
190,44.531600,2.3000,0.745238
200,46.644734,3.0000,0.740357
210,-30.929867,3.9000,0.658333
220,16.049134,3.8000,0.801310
230,32.055967,2.6000,0.737143
240,61.035169,3.1000,0.821429
250,36.469585,2.3000,0.721429
260,24.799194,2.5000,0.611310
270,6.756345,2.9000,0.587500
280,20.805555,3.5000,0.644167
290,19.664581,2.8000,0.750000
300,54.430331,3.2000,0.737143
310,-10.175766,4.1000,0.638690
320,-10.758620,2.9000,0.646429
330,42.716826,3.2000,0.760000
340,30.839478,3.4000,0.770833
350,41.917905,3.3000,0.731429
360,22.551323,3.3000,0.688929
370,51.333971,2.7000,0.785833
380,19.210294,2.5000,0.600000
390,23.507532,2.9000,0.558333
400,25.281532,2.2000,0.498214
410,14.025581,2.6000,0.622500
420,14.330070,3.3000,0.532857
430,-47.174758,1.3000,0.247143
440,-11.533232,2.2000,0.550000
450,-18.352060,1.5000,0.419167
460,-38.772028,2.2000,0.568333
470,-2.454926,2.3000,0.559167
480,2.802520,2.5000,0.500119
490,58.051786,3.0000,0.748571
500,-22.089032,1.4000,0.333810
510,12.517644,2.7000,0.696667
520,32.262042,3.1000,0.743333
530,34.602471,3.1000,0.689643
540,-38.434116,3.1000,0.551786
550,32.753912,3.6000,0.737500
560,5.395398,3.0000,0.602381
570,-5.017885,2.5000,0.479167
580,-15.564687,2.1000,0.485238
590,-21.756578,1.7000,0.451190
600,-12.252618,1.5000,0.317262
610,52.648144,2.1000,0.650000
620,-16.429329,1.8000,0.327500
630,10.747077,1.6000,0.300238
640,-44.151686,2.0000,0.352976
650,-17.560746,2.0000,0.339524
660,-15.376730,1.8000,0.451905
670,23.153617,1.7000,0.502381
680,11.824266,2.0000,0.506667
690,25.568567,0.8000,0.225119
700,-3.407549,2.0000,0.374286
710,-12.470849,1.2000,0.259286
720,-16.382398,1.4000,0.416786
730,-6.583166,1.6000,0.277976
740,-23.844710,1.4000,0.336667
750,-72.668146,0.9000,0.117857
760,-4.966813,1.3000,0.266667
770,-24.259895,0.8000,0.191667
780,13.443365,1.3000,0.271905
790,1.143540,1.9000,0.329762
800,-43.024751,2.3000,0.395238
810,-52.083576,1.0000,0.169762
820,-85.163278,0.8000,0.198810
830,-3.453771,1.7000,0.320119
840,-2.667373,1.4000,0.230714
850,-16.678176,1.2000,0.227976
860,-48.836107,1.3000,0.243810
870,-8.606311,2.0000,0.321667
880,-28.520788,0.3000,0.061667
890,43.662745,0.7000,0.200000
900,3.214804,1.5000,0.253690
910,-44.662962,1.1000,0.272500
920,-21.166309,1.0000,0.247500
930,-26.005750,0.9000,0.227976
940,-28.239601,1.1000,0.180952
950,-32.877712,0.5000,0.083333
960,-40.451456,0.5000,0.108333
970,-46.485968,1.7000,0.319286
980,-70.950384,1.1000,0.189286
990,-16.493776,1.1000,0.195000
1000,2.182035,1.1000,0.195238
1010,6.281612,0.9000,0.199524
1020,-44.123244,0.5000,0.101190
1030,-37.502128,0.6000,0.095238
1040,-53.868665,1.0000,0.177976
1050,-9.294375,0.2000,0.150000
1060,-5.986950,1.2000,0.192738
1070,-35.522042,0.7000,0.174167
1080,-35.318994,0.7000,0.161905
1090,-32.997736,0.8000,0.129643
1100,4.403303,1.6000,0.461548
1110,-78.284732,1.3000,0.360833
1120,-49.308634,1.5000,0.326667
1130,20.598335,1.2000,0.343333
1140,6.347723,1.0000,0.164048
1150,-40.625102,0.8000,0.147857
